,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_datetime
21344,INN21411,2,0,1,2,Not Selected,0,Room_Type 1,69,Offline,0,0,0,85.0,0,Not_Canceled,2018-09-19
21345,INN21412,2,0,1,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,89.0,0,Not_Canceled,2018-04-17
21346,INN21413,2,0,2,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,91.25,2,Not_Canceled,2018-05-07
21347,INN21414,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,161.33,2,Not_Canceled,2017-10-09
21348,INN21415,3,0,1,2,Meal Plan 1,0,Room_Type 4,103,Online,0,0,0,140.0,1,Canceled,2018-12-19
21349,INN21416,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,Canceled,2018-11-03
21350,INN21417,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,65.0,0,Not_Canceled,2017-08-26
21351,INN21418,2,0,0,3,Not Selected,0,Room_Type 1,65,Online,0,0,0,89.1,0,Canceled,2018-06-21
21352,INN21419,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24
21353,INN21420,2,1,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,110.0,3,Not_Canceled,2018-02-12
21354,INN21421,1,0,4,10,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,132.0,0,Canceled,2018-04-04
21355,INN21422,1,0,1,0,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,96.0,2,Not_Canceled,2018-12-12
21356,INN21423,2,0,1,2,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,121.5,1,Not_Canceled,2018-05-13
21357,INN21424,2,0,0,2,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,127.8,1,Not_Canceled,2018-08-11
21358,INN21425,2,0,0,2,Not Selected,0,Room_Type 1,21,Online,0,0,0,79.0,0,Not_Canceled,2018-02-12
21359,INN21426,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,113.33,1,Not_Canceled,2017-10-02
21360,INN21427,2,0,2,1,Meal Plan 1,0,Room_Type 4,104,Offline,0,0,0,90.95,0,Not_Canceled,2018-10-23
21361,INN21428,2,0,1,1,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,140.4,0,Canceled,2018-04-30
21362,INN21429,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,Offline,0,0,0,72.0,0,Canceled,2018-06-17
21363,INN21430,2,0,1,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,83.93,0,Canceled,2018-04-15
21364,INN21431,1,0,1,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,84.5,1,Not_Canceled,2018-02-22
21365,INN21432,2,0,0,1,Meal Plan 1,1,Room_Type 1,20,Online,0,0,0,160.0,1,Not_Canceled,2018-07-05
21366,INN21433,0,2,0,3,Meal Plan 1,0,Room_Type 2,104,Online,0,0,0,6.0,2,Not_Canceled,2017-08-11
21367,INN21434,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,105.3,0,Canceled,2018-04-13
21368,INN21435,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,129.0,1,Not_Canceled,2018-10-28
21369,INN21436,1,0,2,4,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,96.9,0,Not_Canceled,2018-12-11
21370,INN21437,2,0,1,0,Meal Plan 1,1,Room_Type 1,51,Online,0,0,0,135.9,0,Not_Canceled,2018-05-23
21371,INN21438,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,75.0,0,Not_Canceled,2017-12-15
21372,INN21439,2,0,1,4,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,90.18,1,Not_Canceled,2018-10-31
21373,INN21440,1,0,2,5,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,55.74,0,Not_Canceled,2018-02-14
21374,INN21441,1,2,0,2,Meal Plan 1,0,Room_Type 2,1,Online,0,0,0,0.0,4,Not_Canceled,2017-08-12
21375,INN21442,2,0,2,3,Meal Plan 2,0,Room_Type 1,16,Offline,0,0,0,110.75,0,Not_Canceled,2018-05-29
21376,INN21443,2,0,2,1,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,94.5,0,Canceled,2017-10-25
21377,INN21444,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,Offline,0,0,0,117.0,1,Canceled,2018-09-21
21378,INN21445,2,0,1,3,Not Selected,0,Room_Type 1,240,Online,0,0,0,80.75,0,Canceled,2018-10-27
21379,INN21446,2,0,1,3,Not Selected,0,Room_Type 1,219,Online,0,0,0,92.65,0,Canceled,2018-10-06
21380,INN21447,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,0,100.0,0,Not_Canceled,2017-09-11
21381,INN21448,2,0,2,2,Not Selected,0,Room_Type 1,69,Online,0,0,0,125.1,1,Not_Canceled,2018-08-13
21382,INN21449,2,0,0,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,79.0,1,Not_Canceled,2018-02-12
21383,INN21450,2,0,1,2,Meal Plan 2,0,Room_Type 1,47,Online,0,0,0,153.0,1,Canceled,2018-10-03
21384,INN21451,2,2,0,2,Meal Plan 1,1,Room_Type 6,8,Online,0,0,0,205.0,1,Not_Canceled,2017-10-21
21385,INN21452,2,1,2,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,113.6,0,Canceled,2018-03-20
21386,INN21453,2,0,0,1,Not Selected,0,Room_Type 1,28,Online,0,0,0,80.85,1,Not_Canceled,2018-04-12
21387,INN21454,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,77.03,1,Not_Canceled,2018-04-30
21388,INN21455,2,0,0,4,Not Selected,0,Room_Type 1,180,Online,0,0,0,89.25,0,Canceled,2018-08-02
21389,INN21456,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,106.0,2,Not_Canceled,2017-08-19
21390,INN21457,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,Complementary,1,2,2,0.0,3,Not_Canceled,2018-05-05
21391,INN21458,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-12
21392,INN21459,2,0,1,2,Meal Plan 1,0,Room_Type 4,157,Online,0,0,0,135.9,0,Canceled,2018-09-30
21393,INN21460,2,1,2,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,103.7,3,Not_Canceled,2018-12-04
21394,INN21461,2,0,2,3,Meal Plan 1,0,Room_Type 1,186,Online,0,0,0,79.66,1,Not_Canceled,2018-10-06
21395,INN21462,2,0,0,2,Not Selected,0,Room_Type 1,84,Online,0,0,0,116.1,0,Canceled,2018-06-10
21396,INN21463,2,0,0,3,Meal Plan 1,0,Room_Type 4,75,Online,0,0,0,114.3,1,Not_Canceled,2018-03-24
21397,INN21464,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,0,0,0,87.0,0,Not_Canceled,2017-07-17
21398,INN21465,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,Canceled,2018-11-03
21399,INN21466,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,104.85,1,Not_Canceled,2017-10-17
21400,INN21467,2,0,2,1,Meal Plan 1,0,Room_Type 1,83,Offline,0,0,0,75.0,0,Not_Canceled,2018-12-18
21401,INN21468,2,0,2,4,Meal Plan 1,0,Room_Type 1,228,Online,0,0,0,90.95,0,Canceled,2018-08-27
21402,INN21469,2,0,0,3,Not Selected,0,Room_Type 1,59,Online,0,0,0,81.3,1,Not_Canceled,2018-03-17
21403,INN21470,2,0,2,4,Not Selected,0,Room_Type 1,82,Online,0,0,0,67.83,0,Not_Canceled,2018-07-24
21404,INN21471,2,0,1,3,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,59.5,0,Not_Canceled,2018-03-24
21405,INN21472,1,0,1,2,Meal Plan 1,0,Room_Type 5,206,Corporate,0,0,0,106.0,0,Canceled,2018-09-19
21406,INN21473,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,0,0,0,82.0,0,Not_Canceled,2017-09-17
21407,INN21474,2,0,0,5,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,82.98,0,Not_Canceled,2017-09-08
21408,INN21475,1,0,0,3,Meal Plan 1,0,Room_Type 4,47,Offline,0,0,0,120.0,0,Not_Canceled,2018-09-13
21409,INN21476,2,0,0,1,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,132.6,0,Canceled,2018-06-16
21410,INN21477,2,0,0,3,Meal Plan 1,0,Room_Type 5,34,Online,0,0,0,153.0,0,Not_Canceled,2018-10-06
21411,INN21478,2,0,2,5,Meal Plan 1,0,Room_Type 4,117,Online,0,0,0,131.4,1,Canceled,2018-08-24
21412,INN21479,2,0,1,3,Meal Plan 2,0,Room_Type 1,24,Offline,0,0,0,115.0,0,Not_Canceled,2018-10-10
21413,INN21480,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,Canceled,2017-10-16
21414,INN21481,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,185.0,2,Not_Canceled,2018-09-22
21415,INN21482,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,140.0,0,Not_Canceled,2018-05-20
21416,INN21483,2,1,0,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,124.0,3,Not_Canceled,2018-11-25
21417,INN21484,2,0,2,2,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,105.0,0,Canceled,2018-11-25
21418,INN21485,2,0,0,4,Meal Plan 1,0,Room_Type 4,113,Online,0,0,0,132.6,0,Canceled,2018-05-25
21419,INN21486,2,0,0,3,Not Selected,0,Room_Type 1,136,Online,0,0,0,85.5,0,Canceled,2018-06-29
21420,INN21487,2,0,1,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,95.0,0,Not_Canceled,2018-05-09
21421,INN21488,3,0,2,4,Meal Plan 1,0,Room_Type 4,111,Online,0,0,0,150.3,0,Canceled,2018-08-14
21422,INN21489,2,0,1,3,Meal Plan 2,0,Room_Type 4,79,Online,0,0,0,137.91,0,Canceled,2018-12-26
21423,INN21490,2,0,1,0,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,111.0,1,Not_Canceled,2018-08-01
21424,INN21491,2,0,2,2,Meal Plan 1,0,Room_Type 2,22,Online,0,0,0,96.13,1,Not_Canceled,2017-12-04
21425,INN21492,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,84.0,0,Not_Canceled,2018-07-25
21426,INN21493,3,0,2,5,Meal Plan 1,0,Room_Type 4,125,Online,0,0,0,140.27,0,Not_Canceled,2018-07-31
21427,INN21494,2,0,2,3,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,110.15,1,Not_Canceled,2018-05-29
21428,INN21495,2,0,0,4,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,90.95,2,Not_Canceled,2018-07-06
21429,INN21496,2,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,96.0,1,Not_Canceled,2018-08-12
21430,INN21497,2,0,3,5,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,92.08,1,Not_Canceled,2018-06-26
21431,INN21498,1,0,1,2,Meal Plan 2,0,Room_Type 1,80,Offline,0,0,0,86.0,0,Not_Canceled,2018-09-26
21432,INN21499,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,185.0,0,Not_Canceled,2017-09-25
21433,INN21500,1,0,2,0,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,90.0,2,Canceled,2018-11-20
21434,INN21501,2,0,1,2,Not Selected,0,Room_Type 1,36,Online,0,0,0,88.0,2,Not_Canceled,2018-11-25
21435,INN21502,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,120.0,0,Not_Canceled,2018-11-05
21436,INN21503,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,54.5,1,Not_Canceled,2018-03-15
21437,INN21504,2,0,0,2,Meal Plan 1,0,Room_Type 2,188,Online,0,0,0,86.75,1,Canceled,2018-07-07
21438,INN21505,2,0,1,4,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,111.42,2,Canceled,2018-08-29
21439,INN21506,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,Canceled,2017-10-02
21440,INN21507,2,0,1,4,Meal Plan 1,0,Room_Type 1,134,Online,0,0,0,76.58,1,Not_Canceled,2018-05-09
21441,INN21508,2,0,1,2,Not Selected,0,Room_Type 1,160,Online,0,0,0,94.5,0,Canceled,2018-07-25
21442,INN21509,2,0,1,0,Not Selected,1,Room_Type 1,1,Online,0,0,0,97.0,1,Not_Canceled,2018-11-28
21443,INN21510,1,2,1,2,Meal Plan 1,0,Room_Type 6,108,Online,0,0,0,190.8,1,Not_Canceled,2018-10-14
21444,INN21511,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,Not_Canceled,2017-08-14
21445,INN21512,2,0,1,3,Not Selected,0,Room_Type 1,51,Online,0,0,0,65.75,1,Not_Canceled,2018-03-03
21446,INN21513,2,0,1,0,Not Selected,0,Room_Type 1,64,Online,0,0,0,94.5,0,Not_Canceled,2018-07-25
21447,INN21514,2,0,1,3,Meal Plan 1,0,Room_Type 4,290,Online,0,0,0,86.7,0,Canceled,2018-12-01
21448,INN21515,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,73.0,0,Not_Canceled,2018-08-12
21449,INN21516,2,0,2,5,Not Selected,0,Room_Type 1,49,Online,0,0,0,77.39,1,Not_Canceled,2017-12-23
21450,INN21517,2,0,2,5,Not Selected,1,Room_Type 1,10,Online,0,0,0,78.5,2,Not_Canceled,2018-01-17
21451,INN21518,2,0,0,2,Meal Plan 1,1,Room_Type 1,80,Online,0,0,0,84.95,0,Not_Canceled,2018-02-24
21452,INN21519,2,0,2,5,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,98.24,1,Not_Canceled,2018-04-26
21453,INN21520,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,80.0,0,Not_Canceled,2018-04-20
21454,INN21521,2,0,0,4,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,88.4,2,Not_Canceled,2018-12-07
21455,INN21522,2,0,2,1,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,141.0,2,Not_Canceled,2018-05-22
21456,INN21523,2,0,1,3,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,82.45,1,Not_Canceled,2018-03-14
21457,INN21524,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,89.85,2,Not_Canceled,2018-07-12
21458,INN21525,2,0,2,2,Not Selected,0,Room_Type 1,36,Online,0,0,0,116.1,1,Not_Canceled,2018-05-01
21459,INN21526,3,0,1,3,Meal Plan 1,0,Room_Type 4,63,Online,0,0,0,142.2,2,Not_Canceled,2018-09-01
21460,INN21527,2,0,2,2,Not Selected,0,Room_Type 1,43,Online,0,0,0,79.48,2,Not_Canceled,2018-11-12
21461,INN21528,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Offline,0,0,0,115.0,1,Canceled,2018-07-30
21462,INN21529,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,72.25,0,Not_Canceled,2018-10-11
21463,INN21530,3,0,1,2,Meal Plan 1,0,Room_Type 4,229,Online,0,0,0,128.7,0,Canceled,2018-10-28
21464,INN21531,2,0,1,3,Meal Plan 1,0,Room_Type 1,129,Offline,0,0,0,80.75,0,Not_Canceled,2018-10-24
21465,INN21532,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,141.0,0,Not_Canceled,2018-05-24
21466,INN21533,1,0,3,10,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,92.31,2,Canceled,2017-08-17
21467,INN21534,2,0,0,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,140.0,2,Not_Canceled,2018-10-21
21468,INN21535,2,0,0,2,Not Selected,0,Room_Type 1,37,Online,0,0,0,88.0,0,Canceled,2018-12-14
21469,INN21536,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,79.0,0,Not_Canceled,2018-03-29
21470,INN21537,2,0,1,2,Not Selected,0,Room_Type 1,40,Online,0,0,0,67.76,1,Not_Canceled,2018-11-18
21471,INN21538,2,0,2,1,Meal Plan 1,1,Room_Type 1,147,Online,0,0,0,123.3,1,Not_Canceled,2018-08-14
21472,INN21539,2,2,2,1,Meal Plan 1,0,Room_Type 6,36,Online,0,0,0,209.7,0,Canceled,2018-06-11
21473,INN21540,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,60.0,0,Not_Canceled,2017-12-29
21474,INN21541,3,0,2,3,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,119.1,1,Canceled,2018-03-05
21475,INN21542,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Complementary,0,0,0,0.0,0,Not_Canceled,2018-01-27
21476,INN21543,2,0,2,4,Meal Plan 1,1,Room_Type 4,6,Online,0,0,0,106.89,3,Not_Canceled,2018-11-30
21477,INN21544,2,1,0,1,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,121.5,0,Canceled,2018-07-16
21478,INN21545,2,2,1,1,Meal Plan 1,1,Room_Type 6,190,Online,0,0,0,177.3,2,Canceled,2018-07-18
21479,INN21546,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,Offline,0,0,0,68.0,0,Not_Canceled,2018-11-14
21480,INN21547,2,0,2,0,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,145.0,2,Not_Canceled,2018-09-25
21481,INN21548,2,0,2,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,88.4,1,Not_Canceled,2018-12-04
21482,INN21549,1,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,108.0,0,Not_Canceled,2017-10-09
21483,INN21550,1,0,1,0,Meal Plan 1,1,Room_Type 1,62,Corporate,0,0,0,67.0,0,Not_Canceled,2018-10-23
21484,INN21551,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Complementary,0,0,0,0.0,1,Not_Canceled,2018-12-16
21485,INN21552,2,0,2,5,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,117.06,2,Not_Canceled,2018-06-16
21486,INN21553,2,0,1,3,Meal Plan 1,0,Room_Type 1,161,Online,0,0,0,72.07,0,Canceled,2018-05-09
21487,INN21554,1,0,1,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,160.0,2,Not_Canceled,2018-10-08
21488,INN21555,2,0,1,1,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,126.9,0,Not_Canceled,2018-06-11
21489,INN21556,2,0,0,4,Meal Plan 1,0,Room_Type 4,191,Online,0,0,0,84.43,1,Canceled,2018-08-30
21490,INN21557,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,78.3,0,Canceled,2018-03-18
21491,INN21558,2,0,2,2,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,88.4,0,Not_Canceled,2018-12-04
21492,INN21559,3,0,0,3,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,129.6,2,Not_Canceled,2018-11-03
21493,INN21560,2,0,0,2,Not Selected,0,Room_Type 1,142,Online,0,0,0,85.5,0,Canceled,2018-07-01
21494,INN21561,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,118.8,2,Not_Canceled,2018-10-21
21495,INN21562,3,0,0,2,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,77.0,0,Not_Canceled,2017-12-03
21496,INN21563,2,0,0,2,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,126.9,0,Canceled,2018-05-18
21497,INN21564,2,1,2,2,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,146.7,1,Not_Canceled,2018-07-02
21498,INN21565,3,0,1,1,Meal Plan 1,0,Room_Type 4,33,Online,0,0,0,141.3,2,Not_Canceled,2018-06-27
21499,INN21566,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,80.3,2,Not_Canceled,2018-01-15
21500,INN21567,1,0,0,3,Meal Plan 1,0,Room_Type 4,1,Corporate,0,0,0,75.0,0,Not_Canceled,2018-03-08
21501,INN21568,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,0,Canceled,2018-10-10
21502,INN21569,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,Complementary,1,0,27,0.0,3,Not_Canceled,2018-06-28
21503,INN21570,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,Corporate,1,0,4,65.0,0,Not_Canceled,2018-02-17
21504,INN21571,2,0,2,2,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,52.0,1,Not_Canceled,2017-12-26
21505,INN21572,2,0,0,3,Meal Plan 1,0,Room_Type 1,148,Online,0,0,0,105.3,0,Not_Canceled,2018-05-05
21506,INN21573,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,75.0,0,Not_Canceled,2018-11-14
21507,INN21574,2,0,1,0,Not Selected,0,Room_Type 1,25,Online,0,0,0,119.0,0,Canceled,2018-09-26
21508,INN21575,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,Corporate,0,0,0,66.0,0,Not_Canceled,2018-01-30
21509,INN21576,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,0,0,0,67.83,0,Not_Canceled,2017-11-24
21510,INN21577,2,0,1,4,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,126.0,1,Not_Canceled,2017-10-19
21511,INN21578,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,131.0,0,Canceled,2018-04-24
21512,INN21579,2,0,1,0,Not Selected,0,Room_Type 1,284,Online,0,0,0,67.5,0,Canceled,2018-12-12
21513,INN21580,2,0,2,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,44.6,0,Canceled,2018-04-03
21514,INN21581,2,0,1,3,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,97.88,0,Canceled,2018-10-24
21515,INN21582,2,0,2,5,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,72.96,0,Not_Canceled,2018-01-10
21516,INN21583,1,0,0,1,Meal Plan 2,0,Room_Type 1,1,Offline,0,0,0,89.25,0,Not_Canceled,2018-06-17
21517,INN21584,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,Offline,0,0,0,86.0,0,Not_Canceled,2018-03-27
21518,INN21585,2,1,0,2,Meal Plan 1,0,Room_Type 1,127,Online,0,0,0,106.2,3,Not_Canceled,2018-12-22
21519,INN21586,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,0.0,0,Not_Canceled,2017-11-05
21520,INN21587,2,0,0,3,Not Selected,0,Room_Type 1,41,Online,0,0,0,106.8,0,Not_Canceled,2018-03-24
21521,INN21588,2,0,1,0,Not Selected,0,Room_Type 1,21,Online,0,0,0,119.0,3,Not_Canceled,2018-09-25
21522,INN21589,2,0,0,1,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,76.5,0,Canceled,2017-07-16
21523,INN21590,3,0,1,4,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,104.58,1,Not_Canceled,2018-04-25
21524,INN21591,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Offline,0,0,0,95.0,0,Canceled,2018-09-26
21525,INN21592,2,2,0,1,Meal Plan 1,1,Room_Type 6,2,Online,0,0,0,182.0,2,Not_Canceled,2018-02-19
21526,INN21593,2,0,1,4,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,96.6,0,Not_Canceled,2018-03-07
21527,INN21594,2,0,1,3,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,176.0,0,Not_Canceled,2018-09-22
21528,INN21595,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,Not_Canceled,2017-11-20
21529,INN21596,2,0,1,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,89.0,1,Not_Canceled,2018-04-24
21530,INN21597,2,0,0,2,Meal Plan 1,1,Room_Type 1,30,Offline,0,0,0,81.0,0,Not_Canceled,2018-11-25
21531,INN21598,2,0,0,2,Not Selected,0,Room_Type 1,16,Online,0,0,0,129.0,1,Not_Canceled,2018-09-27
21532,INN21599,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Offline,0,0,0,115.0,0,Canceled,2018-10-15
21533,INN21600,1,1,2,3,Meal Plan 2,0,Room_Type 1,172,Offline,0,0,0,90.5,1,Not_Canceled,2018-07-29
21534,INN21601,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70.0,0,Not_Canceled,2018-12-29
21535,INN21602,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,129.5,0,Not_Canceled,2017-12-31
21536,INN21603,1,0,1,2,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,210.0,1,Not_Canceled,2018-11-07
21537,INN21604,2,0,1,5,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,48.33,0,Not_Canceled,2017-12-22
21538,INN21605,1,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,80.39,2,Not_Canceled,2018-06-08
21539,INN21606,2,0,1,2,Meal Plan 2,0,Room_Type 1,162,Offline,0,0,0,85.17,2,Not_Canceled,2017-09-04
21540,INN21607,1,0,1,2,Meal Plan 1,0,Room_Type 1,26,Offline,0,0,0,77.0,0,Not_Canceled,2017-10-19
21541,INN21608,3,0,1,2,Meal Plan 1,0,Room_Type 4,103,Online,0,0,0,146.7,0,Canceled,2018-07-08
21542,INN21609,2,0,1,3,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,86.25,2,Not_Canceled,2018-11-14
21543,INN21610,3,0,1,0,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,137.0,1,Not_Canceled,2018-03-28
21544,INN21611,2,0,0,1,Not Selected,0,Room_Type 1,134,Online,0,0,0,116.1,0,Not_Canceled,2018-06-18
21545,INN21612,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,100.0,0,Canceled,2018-06-14
21546,INN21613,2,0,2,2,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,105.0,0,Not_Canceled,2017-11-01
21547,INN21614,2,0,1,1,Not Selected,0,Room_Type 1,25,Online,0,0,0,109.0,1,Not_Canceled,2018-05-30
21548,INN21615,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,Complementary,1,0,23,0.0,2,Not_Canceled,2018-05-04
21549,INN21616,2,2,1,3,Meal Plan 1,0,Room_Type 6,38,Online,0,0,0,198.9,0,Canceled,2018-05-16
21550,INN21617,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,58.0,1,Not_Canceled,2017-12-26
21551,INN21618,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,Canceled,2018-06-15
21552,INN21619,2,0,1,2,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,136.0,1,Not_Canceled,2018-04-11
